Základná škola,Nitriansky,Dvory nad Žitavou,"ZŠ - Dvory n.Ž., Hl.nám.",Hlavné námestie 14,16.3
Základná škola,Nitriansky,Dvory nad Žitavou,"ZŠ A.Majthényiho s VJM - Dvory n.Ž., Hl.nám.",Hlavné námestie 13,20.7
Základná škola,Nitriansky,Zemné,"ZŠ Ányosa Jedlika s VJM - Zemné, Školská",Školská 845,13.3
Základná škola,Nitriansky,Gbelce,"ZŠ J. Stampayho s VJM - Gbelce, J.Stampayho",J. Stampayho 929/80,12.6
Základná škola,Nitriansky,Palárikovo,"ZŠ s MŠ K.Strmeňa - Palárikovo,  J.A.Komenského",Ul. J.A.Komenského č.8,19.8
Základná škola,Nitriansky,Štúrovo,"ZŠ - Štúrovo, Adyho",Adyho 6,33.9
MŠ celodenná starostlivosť,Nitriansky,Štúrovo,"Materská škola - Óvoda - Štúrovo, Bartókova",Bartókova 38,12.2
MŠ celodenná starostlivosť,Nitriansky,Nové Zámky,"Materská škola - Óvoda - Nové Zámky, P.Blahu",P. Blahu 23,14.9
Základná škola,Nitriansky,Tvrdošovce,"ZŠ K.Szemerényiho s VJM - Tvrdošovce, Nová c.",Nová cesta 9,13.9
Základná škola,Nitriansky,Nové Zámky,"ZŠ - Nové Zámky, Devínska",Devínska 12,35.2
Základná škola,Nitriansky,Nové Zámky,"ZŠ - Nové Zámky, Mostná",Mostná 3,26.5
Základná škola,Nitriansky,Dubník,ZŠ s MŠ - Dubník,Dubník 93,11.6
Základná škola,Nitriansky,Strekov,ZŠ s VJM - Strekov,Strekov 876,12.3
MŠ celodenná starostlivosť,Nitriansky,Nové Zámky,"Materská škola - Nové Zámky, Ďorocká",Ďorocká 4,13.8
Základná škola,Nitriansky,Tvrdošovce,"ZŠ J.A.Komenského - Tvrdošovce, Nová c.",Nová cesta 9,18.4
Základná škola,Nitriansky,Veľké Lovce,ZŠ s MŠ - V.Lovce,Veľké Lovce 59,12.5
Základná škola,Nitriansky,Nové Zámky,"ZŠ - Nové Zámky, G.Bethlena",G. Bethlena 41,42.6
Základná škola,Nitriansky,Lipová,ZŠ - Lipová,Lipová 183,8.3
MŠ celodenná starostlivosť,Nitriansky,Šurany,"Materská škola - Šurany, Mostná",Mostná 1,12.3
Základná škola,Nitriansky,Nesvady,"ZŠ s VJM - Nesvady, Komenského",Komenského 21,13.2
Základná škola,Nitriansky,Iža,"ZŠ s MŠ K.Dömeho s VJM - Iža, Ďatelinová",Ďatelinová ulica 296,9
Základná škola,Nitriansky,Hurbanovo,"ZŠ - Hurbanovo, Nám.Konkolyho-Thege",Nám. Konkolyho-Thege 2,24.5
Základná škola,Nitriansky,Komárno,"ZŠ - Komárno, Rozmarínová",Rozmarínová 1,28.5
Základná škola,Nitriansky,Chotín,"ZŠ L.Tarczyho s VJM - Chotín, Školská",Školská 332,12.4
Základná škola,Nitriansky,Hurbanovo,"ZŠ s MŠ Á.Fesztyho sVJM - Hurbanovo, Športová",Športová 7,16.9
Základná škola,Nitriansky,Svätý Peter,"ZŠ sMŠ J.Kossányiho VJM - Svätý Peter, Školská",Školská 22,14.4
Základná škola,Nitriansky,Kolárovo,"ZŠ F.Rákócziho II.s VJM - Kolárovo, V.Palkovicha",V. Palkovicha 3,19.8
Základná škola,Nitriansky,Kolárovo,"ZŠ M.Korvína s VJM - Kolárovo, Školská",Školská 6,25.6
Základná škola,Nitriansky,Komárno,"ZŠ s VJM - Komárno, Práce",Práce 24,36.7
Základná škola,Nitriansky,Komárno,"ZŠ s VJM - Komárno, Eötvösa",Eötvösa 39,27.9
Základná škola,Nitriansky,Komárno,"Zákl.šk. J.A.Komenského - Komárno, Komenského",Komenského 3,33.6
Základná škola,Nitriansky,Komárno,"ZŠ - Komárno, Pohraničná",Pohraničná 9,11.1
Základná škola,Nitriansky,Nesvady,"ZŠ - Nesvady, Komenského",Komenského 21,15.6
Základná škola,Nitriansky,Dulovce,"ZŠ - Dulovce, Starohorská",Starohorská 8,13
Základná škola,Nitriansky,Mojmírovce,"ZŠ - Mojmírovce, Školská",Školská 897/8,24.4
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Škultétyho",Škultétyho 1,22.4
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Fatranská",Fatranská 14,45.2
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Nábr.mládeže",Nábrežie mládeže 5,41.8
Základná škola,Nitriansky,Nitra,"ZŠ kráľa Svätopluka - Nitra, Dražovská",Dražovská 6,22.3
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Beethovenova",Beethovenova 1,32.3
Základná škola,Nitriansky,Šaľa,"ZŠ s MŠ - Šaľa, Horná",Horná 22,36.4
Základná škola,Nitriansky,Šaľa,"Zákl. škola s MŠ s VJM - Šaľa, P.Pázmaňa",P. Pázmaňa 48,12.6
Základná škola,Nitriansky,Šaľa,"ZŠ J. C. Hronského - Šaľa, Krátka",Krátka 2,28.8
Základná škola,Nitriansky,Horná Kráľová,"ZŠ s MŠ - Horná Kráľová, Školská",Školská 373,13.7
Základná škola,Nitriansky,Šaľa,"ZŠ - Šaľa, Bernolákova",Bernolákova 1,10
MŠ celodenná starostlivosť,Nitriansky,Šaľa,"Materská škola - Šaľa, 8.mája",8. mája 2,10.1
MŠ celodenná starostlivosť,Nitriansky,Šaľa,"Materská škola - Šaľa, Družstevná",Družstevná 22,16
MŠ celodenná starostlivosť,Nitriansky,Šaľa,"Materská škola - Šaľa, P.J.Šafárika",P. J. Šafárika 394/2,9
Základná škola,Nitriansky,Šaľa,"ZŠ Ľ. Štúra - Šaľa, Pionierska",Pionierska 4,26.2
Základná škola,Nitriansky,Močenok,"ZŠ - Močenok, Školská",Školská 1158,29.4
Základná škola,Nitriansky,Tešedíkovo,"ZŠ - Tešedíkovo, Školská",Školská 974,12.3
Základná škola,Nitriansky,Trnovec nad Váhom,ZŠ s MŠ - Trnovec n.V.,Trnovec nad Váhom 302,14.8
Základná škola,Nitriansky,Vlčany,ZŠ s MŠ - Vlčany,Vlčany 1547,16.8
Základná škola,Nitriansky,Diakovce,"ZŠ s VJM - Diakovce, Školská",Školská 485,10.8
Základná škola,Nitriansky,Vlčany,Zákl. škola s MŠ s VJM - Vlčany,Vlčany 1547,13.2
Základná škola,Nitriansky,Neded,ZŠ s VJM - Neded,Neded 964,11.7
Základná škola,Nitriansky,Tešedíkovo,"ZŠ s VJM - Tešedíkovo, Školská",Školská 974,12.2
Základná škola,Nitriansky,Žihárec,ZŠ s VJM - Žihárec,Žihárec 2,19
Základná škola,Nitriansky,Bánov,"ZŠ s MŠ - Bánov, kpt.Nálepku",kpt. Nálepku 43,17.4
Základná škola,Nitriansky,Dedinka,ZŠ s MŠ - Dedinka,Dedinka 142,7
Základná škola,Nitriansky,Dolný Ohaj,ZŠ s MŠ J.Holčeka - Dolný Ohaj,Dolný Ohaj 583,11.9
Základná škola,Nitriansky,Hul,ZŠ s MŠ - Hul,Hul 429,10.7
Základná škola,Nitriansky,Jasová,ZŠ s MŠ - Jasová,Jasová 7,12.8
Základná škola,Nitriansky,Kolta,ZŠ s MŠ - Kolta,Kolta 245,9.9
Základná škola,Nitriansky,Komjatice,"ZŠ s MŠ O.Cabana - Komjatice, Nám.Andreja",Námestie Andreja Cabana36,23
Základná škola,Nitriansky,Maňa,"ZŠ s MŠ - Maňa, Školská",Školská 1,12.7
Základná škola,Nitriansky,Michal nad Žitavou,ZŠ s MŠ - Michal n.Ž.,Michal nad Žitavou 276,12
Základná škola,Nitriansky,Mojzesovo,ZŠ - Mojzesovo,Mojzesovo 505,12.3
Základná škola,Nitriansky,Svodín,"ZŠ - Svodín, Školská",Školská 2,7.3
Základná škola,Nitriansky,Šurany,"ZŠ - Šurany, SNP",SNP 5,29.7
Základná škola,Nitriansky,Šurany,"ZŠ - Šurany, Bernolákova",Bernolákova 35,16.9
Základná škola,Nitriansky,Trávnica,ZŠ s MŠ - Trávnica,Trávnica 70,9.9
Základná škola,Nitriansky,Úľany nad Žitavou,"ZŠ s MŠ - Úľany n.Ž., Hlavná",Hlavná 199,8
Základná škola,Nitriansky,Zemné,"ZŠ - Zemné, Školská",Školská 846,6.7
Základná škola,Nitriansky,Kamenín,ZŠ S.Petőfiho s VJM - Kamenín,Kamenín 494,15
ZŠ I. stupeň,Nitriansky,Pozba,"ZŠ s VJM - Pozba, Hlavná",Hlavná 1,1
Základná škola,Nitriansky,Salka,Zákl. škola s MŠ s VJM - Salka,Salka 428,11.2
Základná škola,Nitriansky,Svodín,"ZŠ L. Csongrádyho s VJM - Svodín, Školská",Školská 1,13.2
Základná škola,Nitriansky,Mužla,ZŠ J. Endrődyho - Alapi - Mužla,Mužla 491,14.4
Základná škola,Nitriansky,Veľký Kýr,"ZŠ s MŠ s VJM - Veľký Kýr, Školská",Školská 7,19
MŠ celodenná starostlivosť,Nitriansky,Šurany,"Materská škola - Šurany, MDŽ",MDŽ 26,12.9
Základná škola,Nitriansky,Čata,"ZŠ Gábora Barossa s VJM - Čata, Školská",Školská 4,11.7
Základná škola,Nitriansky,Farná,ZŠ s VJM - Farná,Farná 151,9.8
Základná škola,Nitriansky,Ipeľský Sokolec,Zákl. škola s MŠ s VJM - Ipeľský Sokolec,Ipeľský Sokolec 332,10.8
Základná škola,Nitriansky,Levice,"ZŠ s VJM - Levice,  J.Jesenského",Ul. J. Jesenského 41,15.5
Základná škola,Nitriansky,Tekovské Lužany,"ZŠ s VJM - Tek.Lužany, Komenského",Komenského 37,8.6
Základná škola,Nitriansky,Šahy,"ZŠ s VJM - Šahy, Mládežnícka",Mládežnícka 24,20.2
Základná škola,Nitriansky,Veľké Ludince,ZŠ s MŠ - V.Ludince,Veľké Ludince 390,11.4
Základná škola,Nitriansky,Želiezovce,"ZŠ s VJM - Želiezovce, Komenského",Komenského 1,22.6
Základná škola,Nitriansky,Bátovce,ZŠ - Bátovce,Bátovce 368,10.7
Základná škola,Nitriansky,Čajkov,ZŠ - Čajkov,Čajkov 285,8.6
Základná škola,Nitriansky,Čaka,ZŠ s MŠ - Čaka,Čaka 364,10.1
Základná škola,Nitriansky,Demandice,ZŠ s MŠ - Demandice,Demandice 131,12.4
Základná škola,Nitriansky,Dolný Pial,"ZŠ - Dolný Pial, Hlavná",Hlavná 60,16.1
Základná škola,Nitriansky,Farná,ZŠ - Farná,Farná 151,7.8
Základná škola,Nitriansky,Hronské Kľačany,ZŠ - Hronské Kľačany,Hronské Kľačany 322,9.6
Základná škola,Nitriansky,Jur nad Hronom,ZŠ s MŠ - Jur n.H.,Jur nad Hronom 284,8.8
Základná škola,Nitriansky,Kalná nad Hronom,"ZŠ - Kalná n.H., Školská",Školská 11,18.5
Základná škola,Nitriansky,Kozárovce,ZŠ s MŠ - Kozárovce,Kozárovce 927,14
Základná škola,Nitriansky,Levice,"ZŠ A. Kmeťa - Levice, M.R.Štefánika",M. R. Štefánika 34,49.2
Základná škola,Nitriansky,Levice,"ZŠ - Levice, Sv.Michala",Sv. Michala 42,27.4
Základná škola,Nitriansky,Levice,"ZŠ - Levice, Pri Podlužianke",Pri Podlužianke 6,48.7
Základná škola,Nitriansky,Levice,"ZŠ - Levice, Saratovská",Saratovská 43,26.4
Základná škola,Nitriansky,Levice,"ZŠ - Levice, Saratovská",Saratovská 85,34.5
Základná škola,Nitriansky,Levice,"ZŠ - Levice, Školská",Školská 14,21.4
Základná škola,Nitriansky,Plášťovce,ZŠ - Plášťovce,Plášťovce 634,9
Základná škola,Nitriansky,Pohronský Ruskov,"ZŠ - Pohronský Ruskov, Hlavná",Hlavná 120,12.1
Základná škola,Nitriansky,Plavé Vozokany,ZŠ - Plavé Vozokany,Plavé Vozokany 114,7.7
Základná škola,Nitriansky,Pukanec,"ZŠ - Pukanec, Štiavnická c.",Štiavnická cesta 26,11.6
Základná škola,Nitriansky,Rybník,"ZŠ s MŠ - Rybník, Školská",Školská 10,11
Základná škola,Nitriansky,Starý Tekov,"ZŠ - Starý Tekov, Tekovská",Tekovská 17,11.2
Základná škola,Nitriansky,Šahy,"ZŠ J. Kráľa - Šahy, Mládežnícka",Mládežnícka 24,21.1
Základná škola,Nitriansky,Šahy,"ZŠ - Šahy, E.B.Lukáča",E. B. Lukáča 6,15.3
Základná škola,Nitriansky,Tekovské Lužany,"ZŠ - Tek.Lužany, Komenského",Komenského 37,19.7
Základná škola,Nitriansky,Tlmače,"ZŠ - Tlmače, Školská",Školská 9,19
Základná škola,Nitriansky,Veľký Ďur,"ZŠ - Veľký Ďur, Mochovská",Mochovská 4,9.8
Základná škola,Nitriansky,Zbrojníky,ZŠ - Zbrojníky,Zbrojníky 177,7.6
Základná škola,Nitriansky,Želiezovce,"ZŠ - Želiezovce, Mierová",Mierová 67,28.5
Základná škola,Nitriansky,Žemberovce,"ZŠ s MŠ - Žemberovce, Osloboditeľov",Osloboditeľov 30,12.7
Základná škola,Nitriansky,Volkovce,"ZŠ - Volkovce, Školská",Školská 1,7.7
Základná škola,Nitriansky,Sľažany,ZŠ - Sľažany,Sľažany 122,14.5
Základná škola,Nitriansky,Zlaté Moravce,"ZŠ - Zl.Moravce, Mojmírova",Mojmírova 2,28.2
Základná škola,Nitriansky,Jedľové Kostoľany,ZŠ - Jedľové Kostoľany,Jedľové Kostoľany 75,8.8
Základná škola,Nitriansky,Červený Hrádok,ZŠ s MŠ - Červený Hrádok,Červený Hrádok 235,12.7
Základná škola,Nitriansky,Zlaté Moravce,"ZŠ - Zl.Moravce, Pribinova",Pribinova 1,24.5
Základná škola,Nitriansky,Tesárske Mlyňany,"ZŠ Štefana Moysesa - Tesárske Mlyňany, Školská",Školská 608,15.6
Základná škola,Nitriansky,Žitavany,"ZŠ Jána Vojtecha Šimka - Žitavany, Šimkova",Šimkova 40,12.5
Základná škola,Nitriansky,Zlaté Moravce,"ZŠ - Zl.Moravce, Robotnícka",Robotnícka 25,18.8
Základná škola,Nitriansky,Obyce,"ZŠ - Obyce, Školská",Školská 289,10.1
Základná škola,Nitriansky,Topoľčianky,"ZŠ - Topoľčianky, Litoměřická",Litoměřická 32,22.5
Základná škola,Nitriansky,Tekovské Nemce,"ZŠ s MŠ - Tek.Nemce, Školská",Školská 416,10.8
Základná škola,Nitriansky,Skýcov,"ZŠ - Skýcov, Školská",Školská 299,7.7
Základná škola,Nitriansky,Golianovo,ZŠ s MŠ - Golianovo,Golianovo 60,12.6
Základná škola,Nitriansky,Čeľadice,ZŠ s MŠ - Čeľadice,Čeľadice 87,11
Základná škola,Nitriansky,Veľký Lapáš,ZŠ - Veľký Lapáš,Veľký Lapáš 499,12.5
Základná škola,Nitriansky,Vinodol,"ZŠ - Vinodol, Školská",Školská 1,13.5
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Topoľová",Topoľová 8,40
Základná škola,Nitriansky,Nitrianske Hrnčiarovce,"ZŠ - Nitr.Hrnčiarovce, Jelenecká",Jelenecká 72,11.5
Základná škola,Nitriansky,Vráble,"ZŠ s MŠ - Vráble, Sídl.Lúky",Sídlisko Lúky 1226,24.7
Základná škola,Nitriansky,Lehota,ZŠ - Lehota,Lehota 144,12.8
Základná škola,Nitriansky,Zbehy,ZŠ - Zbehy,Zbehy 661,16.8
Základná škola,Nitriansky,Čakajovce,"ZŠ s MŠ - Čakajovce, Nová",Nová 201,6.6
Základná škola,Nitriansky,Nová Ves nad Žitavou,"ZŠ - N.V. n.Ž., Partizánska",Partizánska 362,9.3
Základná škola,Nitriansky,Cabaj - Čápor,"ZŠ - Cabaj - Čápor, časť Cabaj",časť Cabaj 197,12.7
Základná škola,Nitriansky,Cabaj - Čápor,"ZŠ - Cabaj - Čápor, časť Čápor",časť Čápor 1085,12.2
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Krčméryho",Krčméryho 2,12.3
Základná škola,Nitriansky,Branč,"ZŠ - Branč, Nitrianska",Nitrianska 98,13.8
Základná škola,Nitriansky,Nové Sady,ZŠ s MŠ - Nové Sady,Nové Sady 176,15.5
Základná škola,Nitriansky,Vráble,"ZŠ - Vráble, Levická",Levická 903,24.3
Základná škola,Nitriansky,Vráble,"ZŠ Viliama Záborského - Vráble, Levická",Levická 737,20.9
Základná škola,Nitriansky,Pohranice,ZŠ s VJM - Pohranice,Pohranice 245,8.2
Základná škola,Nitriansky,Veľký Cetín,"ZŠ s VJM - Veľký Cetín, Hlavná",Hlavná 638,10.7
Základná škola,Nitriansky,Nitra,"ZŠ s MŠ - Nitra, Novozámocká",Novozámocká 129,11.9
Základná škola,Nitriansky,Nitra,"ZŠ kniežaťa Pribinu - Nitra, A.Šulgana",Andreja Šulgana 1,33.6
Základná škola,Nitriansky,Alekšince,ZŠ s MŠ - Alekšince,Alekšince 395,14.6
Základná škola,Nitriansky,Báb,ZŠ - Báb,Báb 225,10.9
Základná škola,Nitriansky,Ivanka pri Nitre,"ZŠ - Ivanka pri Nitre, Novozámocká",Novozámocká 300,13.2
Základná škola,Nitriansky,Veľké Zálužie,"ZŠ - V.Zálužie, Školská",Školská 851,25.5
Základná škola,Nitriansky,Klasov,ZŠ - Klasov,Klasov 20,11
Základná škola,Nitriansky,Výčapy - Opatovce,ZŠ - Výčapy - Opatovce,Výčapy - Opatovce 185,20.8
Základná škola,Nitriansky,Jelenec,"ZŠ s VJM - Jelenec, Školská",Školská 330,24.5
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Ščasného",Ščasného 22,10.6
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Tulipánová",Tulipánová 1,25.5
Základná škola,Nitriansky,Jarok,"ZŠ s MŠ - Jarok, Školská",Školská ulica 16,12.9
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Cabajská",Cabajská 2,19.7
ZŠ I. stupeň,Nitriansky,Horné Lefantovce,"ZŠ - Horné Lefantovce, Farská",Farská ulica 20,2
Základná škola,Nitriansky,Beladice,"ZŠ - Beladice, Školská",Školská 252,11.4
ZŠ I. stupeň,Nitriansky,Jatov,ZŠ s MŠ - Jatov,Jatov 189,2
ZŠ I. stupeň,Nitriansky,Rastislavice,ZŠ s MŠ - Rastislavice,Rastislavice 186,2
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Na Hôrke",Na Hôrke 30,34.2
Základná škola,Nitriansky,Lužianky,"ZŠ s MŠ - Lužianky, Sasinkova",Sasinkova 1,11.5
Základná škola,Nitriansky,Imeľ,"ZŠ s MŠ - Imeľ, Školská",Školská ulica 89/7,13.1
Základná škola,Nitriansky,Marcelová,"ZŠ - Marcelová, c.na vŕšku",Cesta na vŕšku 1,10.2
Základná škola,Nitriansky,Marcelová,"ZŠ s VJM - Marcelová, c.na vŕšku",Cesta na vŕšku 1,18.4
Základná škola,Nitriansky,Moča,ZŠ s VJM - Moča,Moča 417,12.3
Základná škola,Nitriansky,Zemianska Olča,"ZŠ F.Móru s VJM - Zemianska Olča, Školská",Školská 757/10,14.5
Základná škola,Nitriansky,Zlatná na Ostrove,"ZŠ s MŠ M.Kóczána s VJM - Zlatná na.O., Komenského",Komenského 555,16.7
Základná škola,Nitriansky,Zemianska Olča,"ZŠ - Zemianska Olča, Školská",Školská 757/10,11
Základná škola,Nitriansky,Podhorany,ZŠ - Podhorany,Podhorany-Sokolníky 8,11.8
Základná škola,Nitriansky,Číčov,"ZŠ s MŠ S.Gáspára s VJM - Číčov, Hlavná",Hlavná 286/2,15.2
Základná škola,Nitriansky,Okoličná na Ostrove,"ZŠ sMŠ J.Hetényiho sVJM - Okoličná na.O., Nitrianska",Nitrianska 378,12.2
Základná škola,Nitriansky,Sokolce,"ZŠ s VJM - Sokolce, Hlavná",Hlavná 27,16.6
Základná škola,Nitriansky,Kolárovo,"ZŠ J. A. Komenského - Kolárovo, Rábska",Rábska 14,15.7
Základná škola,Nitriansky,Pribeta,"ZŠ s VJM - Pribeta, Školská",Školská 8,13.1
Základná škola,Nitriansky,Búč,"ZŠ Mihálya Katonu s VJM - Búč, Hlavná",Hlavná 503,11.8
Základná škola,Nitriansky,Bátorove Kosihy,"ZŠ J. Kovátsa s VJM - Bátorove Kosihy, Hlavná",Hlavná 889,15.9
Základná škola,Nitriansky,Bátorove Kosihy,ZŠ - Bátorove Kosihy,Bátorove Kosihy 892,10.6
Základná škola,Nitriansky,Modrany,"ZŠ G.Édesa s VJM - Modrany, Hlavná",Hlavná 359,13.3
Základná škola,Nitriansky,Svätý Peter,"ZŠ s MŠ - Svätý Peter, Školská",Školská 22,13.3
Základná škola,Nitriansky,Pribeta,"ZŠ - Pribeta, Pavilón B, Školská","Pavilón B, Školská 26",10.6
MŠ celodenná starostlivosť,Nitriansky,Močenok,"Materská škola - Močenok, Vinohradská",Vinohradská 1595/3,13.3
MŠ celodenná starostlivosť,Nitriansky,Výčapy - Opatovce,Materská škola - Výčapy - Opatovce,Výčapy - Opatovce 478,6
MŠ celodenná starostlivosť,Nitriansky,Kovarce,Materská škola - Kovarce,Kovarce 450,4
MŠ celodenná starostlivosť,Nitriansky,Kolárovo,"MŠ s VJM - Óvoda - Kolárovo, Brnenské nám.",Brnenské námestie 16,14.1
MŠ celodenná starostlivosť,Nitriansky,Cabaj - Čápor,"Materská škola - Cabaj - Čápor, Čápor",Čápor 1274,4
MŠ celodenná starostlivosť,Nitriansky,Cabaj - Čápor,"Materská škola - Cabaj - Čápor, Cabaj",Cabaj 560,4
MŠ celodenná starostlivosť,Nitriansky,Nové Zámky,"Materská škola - Nové Zámky, Nám.Gy.Széchényiho",Nám. Gy. Széchényiho 3,12.5
MŠ celodenná starostlivosť,Nitriansky,Nové Zámky,"Materská škola - Nové Zámky, Bitúnková",Bitúnková 6,13.2
MŠ celodenná starostlivosť,Nitriansky,Nové Zámky,"Materská škola - Nové Zámky, Nábrežná",Nábrežná 39,10.6
MŠ celodenná starostlivosť,Nitriansky,Nové Zámky,"Materská škola - Nové Zámky, Šoltésovej",Šoltésovej 12,12.2
MŠ celodenná starostlivosť,Nitriansky,Tlmače,"Materská škola - Tlmače, Nám.odborárov",Nám. odborárov 9,8.2
MŠ celodenná starostlivosť,Nitriansky,Nové Zámky,"Materská škola - Óvoda - Nové Zámky, Cyrilometódska",Cyrilometódska 42,8.3
Škola úžitkového výtvarníctva,Nitriansky,Topoľčany,"Cirk. škola úžit. výtv. - Topoľčany, Kalinčiakova",Kalinčiakova 48,8.5
ZŠ pre žiakov s naruš.komunik.,Nitriansky,Nitra,"Súkr.ZŠ pre žiak.s ch.r - Nitra, Na Hôrke",Na Hôrke 30,13.9
MŠ celodenná starostlivosť,Nitriansky,Tekovské Lužany,"Materská škola - Tek.Lužany, Osloboditeľov",Osloboditeľov 36,6.2
Gymnázium,Nitriansky,Nové Zámky,"Gymnázium P.Pázmáňa VJM - Nové Zámky, Letomostie",Letomostie 3,12.1
Základná škola,Nitriansky,Nitra,"ZŠ - Nitra, Benkova",Benkova 34,62.4
Stredná odborná škola,Nitriansky,Kolárovo,"Súkr. SOŠ s VJM - Kolárovo, Slovenská",Slovenská 52,30.4
ZŠ I. stupeň,Nitriansky,Bruty,ZŠ s MŠ - Bruty,Bruty 162,1.4
ZŠ I. stupeň,Nitriansky,Rumanová,ZŠ s MŠ - Rumanová,Rumanová 308,3.2
Gymnázium,Nitriansky,Komárno,"SCŠ MARIANUM-Gymnázium - Komárno, B.Királya",Biskupa Királya 30,22.9
Základná škola,Nitriansky,Kolíňany,"ZŠ s MŠ - Kolíňany, Hlavná",Hlavná 198,12.8
Špeciálna základná škola,Nitriansky,Nové Zámky,"Súkr. SŠ - Nové Zámky, Pod kopcom",Pod kopcom 75,19.4
Stredná odborná škola,Nitriansky,Šurany,"SOŠ - Šurany, Hviezdoslavova",Hviezdoslavova 55,21
Stredná odborná škola,Nitriansky,Nitra,"SOŠ polytechnická - Nitra, Novozámocká",Novozámocká 220,38.5
Základná škola,Nitriansky,Šarovce,ZŠ s MŠ - Šarovce,Šarovce 426,12.6
Gymnázium,Nitriansky,Topoľčany,"Súkr. Gymnázium - Topoľčany, Gagarinova",Gagarinova 1,5.9
ZŠ I. stupeň,Nitriansky,Čeľadince,ZŠ s MŠ - Čeľadince,Čeľadince 125,3.2
Škola úžitkového výtvarníctva,Nitriansky,Topoľčany,"Súkr.škola úžit.výtvar. - Topoľčany, Gagarinova",Gagarinova 2490/13,5.2
Hud. a dram. konzervatórium,Nitriansky,Topoľčany,"Súkr. konz. - Topoľčany, Gagarinova",Gagarinova 2490/13,14.7
Stredná umelecká škola,Nitriansky,Nitra,"Súkr.SUŠ - Nitra, Škultétyho",Škultétyho ul. 1,11.4
Gymnázium,Nitriansky,Levice,"KSŠ - Gymnázium - Levice, Saratovská",Saratovská 87,29.3
MŠ celodenná starostlivosť,Nitriansky,Topoľčany,"Materská škola - Topoľčany, Gagarinova",Gagarinova 2636/15,10
MŠ celodenná starostlivosť,Nitriansky,Topoľčany,"Materská škola - Topoľčany, Lipová",Lipová 1736/2,8
MŠ celodenná starostlivosť,Nitriansky,Topoľčany,"Materská škola - Topoľčany, Škultétyho",Škultétyho 2630/10,10
MŠ celodenná starostlivosť,Nitriansky,Topoľčany,"Materská škola - Topoľčany, Tribečská",Tribečská 2633/12,6
MŠ celodenná starostlivosť,Nitriansky,Topoľčany,"Materská škola - Topoľčany, Tribečská",Tribečská 2703/10,12
MŠ celodenná starostlivosť,Nitriansky,Topoľčany - Veľké Bedzany,"Materská škola - Topoľčany - V.Bedzany, Čerešňová",Čerešňová 90/44,2
ZŠ I. stupeň,Nitriansky,Hrušovany,ZŠ s MŠ - Hrušovany,Hrušovany 336,2.3
ZŠ I. stupeň,Nitriansky,Lukáčovce,"ZŠ s MŠ - Lukáčovce, Hlavná",Hlavná 191,3.3
Základná škola,Nitriansky,Rišňovce,ZŠ s MŠ - Rišňovce,Rišňovce 427,12.6
Základná škola,Nitriansky,Hájske,ZŠ - Hájske,Hájske 67,5.4
Základná škola,Nitriansky,Nové Zámky,"Cirk. ZŠ - Nové Zámky, Andovská",Andovská 4,18.5
Základná škola,Nitriansky,Topoľčany,"ZŠ - Topoľčany, Gogoľova",Gogoľova 2143/7,15.1
MŠ celodenná starostlivosť,Nitriansky,Kolárovo,"Materská škola - Kolárovo, Lesná",Lesná 10,12
MŠ celodenná starostlivosť,Nitriansky,Nitra,"Súkr. materská škola - Nitra, Javorová",Javorová 644/12,8.5
MŠ celodenná starostlivosť,Nitriansky,Hurbanovo,"Materská škola - Hurbanovo, Nový diel",Nový diel 50,13.9
MŠ celodenná starostlivosť,Nitriansky,Sľažany,Materská škola - Sľažany,Sľažany 321,6
MŠ celodenná starostlivosť,Nitriansky,Šahy,"Materská škola - Óvoda - Šahy, Hontianska c.",Hontianska cesta 45,3
MŠ celodenná starostlivosť,Nitriansky,Diakovce,"Materská škola - Diakovce, Školská",Školská 485,7.3
MŠ celodenná starostlivosť,Nitriansky,Diakovce,"MŠ s VJM - Óvoda - Diakovce, Školská",Školská 486,7.3
MŠ celodenná starostlivosť,Nitriansky,Kráľová nad Váhom,Materská škola - Óvoda - Kráľová n.V.,Kráľová nad Váhom 237,6.5
MŠ celodenná starostlivosť,Nitriansky,Neded,"Materská škola - Neded, Baláta",Baláta 134,8
MŠ pri základnej škole,Nitriansky,Selice,"Materská škola pri ZŠ - Selice, 9.mája",9. mája 1075,2
MŠ pri základnej škole,Nitriansky,Selice,"Materská škola pri ZŠ - Selice, 9.mája",9. mája 1075,2
MŠ celodenná starostlivosť,Nitriansky,Tešedíkovo,"MŠ s VJM - Óvoda - Tešedíkovo, Sídl.budúcnosť",Sídlisko budúcnosť 325,7
MŠ celodenná starostlivosť,Nitriansky,Tešedíkovo,"Materská škola - Tešedíkovo, Sídl.budúcnosť",Sídlisko budúcnosť 325,7
